iter	MultiRMSE
131	0.949467464
132	0.9478930707
133	0.9468046139
134	0.9455964111
135	0.9437625191
136	0.9419419638
137	0.9403045847
138	0.9388987729
139	0.9372811414
140	0.9357578248
141	0.9342290161
142	0.9329766077
143	0.9315269772
144	0.9300514561
145	0.9287479875
146	0.927070167
147	0.9258533343
148	0.9242257738
149	0.9232531521
150	0.9217480477
151	0.9203560541
152	0.9188393419
153	0.9177256921
154	0.9163158707
155	0.9149798797
156	0.9131699245
157	0.912186502
158	0.9110573642
159	0.9096148282
160	0.9076943508
161	0.9063665216
162	0.9054584809
163	0.9040446739
164	0.9027745771
165	0.9016196262
166	0.9005468571
167	0.8992713394
168	0.8978476292
169	0.8967988737
170	0.8959240064
171	0.8942854481
172	0.8928822772
173	0.8915831862
174	0.8902910626
175	0.8888564141
176	0.8875565455
177	0.8862292391
178	0.8850618165
179	0.8841507225
180	0.8834029886
181	0.8824083999
182	0.8811968687
183	0.8798922364
184	0.8787725265
185	0.8775544155
186	0.8766491232
187	0.8758107362
188	0.8748584207
189	0.8733729695
190	0.8723417512
191	0.870660344
192	0.8697182972
193	0.8689489809
194	0.8681194685
195	0.8669858425
196	0.8659168103
197	0.8652618818
198	0.8640205535
199	0.8635016836
200	0.8631035706
201	0.8619084624
202	0.8610224981
203	0.860342109
204	0.8594544881
205	0.8582587067
206	0.8571008989
207	0.8562769083
208	0.8552872991
209	0.8542827522
210	0.8531307826
211	0.8520588713
212	0.8514038624
213	0.850953643
214	0.850067239
215	0.848717006
216	0.8472529134
217	0.8461767497
218	0.8454611032
219	0.8442947929
220	0.8431752854
221	0.8418175078
222	0.8406690293
223	0.8394965335
224	0.838499796
225	0.837358686
226	0.8362317887
227	0.8353923032
228	0.8340390919
229	0.8327116333
230	0.8314709795
231	0.8304470818
232	0.8300908455
233	0.8286977609
234	0.8274122035
235	0.8263089794
236	0.8249894346
237	0.8237761216
238	0.8229884637
239	0.8221794986
240	0.8211686743
241	0.8204902352
242	0.819225092
243	0.8177445029
244	0.8167094845
245	0.815691705
246	0.8149765666
247	0.8139344872
248	0.8127333092
249	0.8114448384
250	0.8101370627
251	0.8094573452
252	0.8090044916
253	0.8081138956
254	0.8070420617
255	0.8058445598
256	0.8045463108
257	0.8034491792
258	0.8023831933
259	0.8014769233
260	0.8006989183
261	0.7995264356
262	0.7991537561
263	0.7985283567
264	0.7973114704
265	0.7963012492
266	0.7951280819
267	0.7940709355
268	0.793273404
269	0.7919361216
270	0.7907806725
271	0.7892437118
272	0.7881261924
273	0.7871194713
274	0.7863051291
275	0.7854648975
276	0.7843708879
277	0.7836340175
278	0.7825790698
279	0.7813537601
280	0.7801041257
281	0.7793021486
282	0.7782246618
283	0.7772572669
284	0.7763500922
285	0.7756684285
286	0.7750796306
287	0.7743889854
288	0.773088014
289	0.7720912475
290	0.7711704971
291	0.7705340987
292	0.7694304496
293	0.7685482597
294	0.7680177839
295	0.7668905699
296	0.7659216549
297	0.7649906057
298	0.7640271566
299	0.7631821791
300	0.7622049102
301	0.7612437571
302	0.7602360112
303	0.7595610423
304	0.7590023543
305	0.7576729901
306	0.7567108898
307	0.7559028022
308	0.7551977922
309	0.7542049465
310	0.753388743
311	0.7528626368
312	0.7524075888
313	0.7513781859
314	0.7501626227
315	0.7494980995
316	0.7487986558
317	0.7478559489
318	0.7474341039
319	0.7468390391
320	0.746275655
321	0.7456151094
322	0.7446961686
323	0.7435609534
324	0.7425212755
325	0.7419118049
326	0.7411808967
327	0.7406367057
328	0.7398373104
329	0.7391576309
330	0.7380204139
331	0.737320906
332	0.7361925977
333	0.7352646003
334	0.7341663325
335	0.7333776938
336	0.7330597841
337	0.7324057179
338	0.7314974458
339	0.7306043435
340	0.7296451664
341	0.7292445317
342	0.7284750228
343	0.7281520531
344	0.7275686777
345	0.7268931897
346	0.7256841277
347	0.7250330735
348	0.7242682684
349	0.7235651508
350	0.722964718
351	0.722171954
352	0.7214756078
353	0.7209196408
354	0.720490326
355	0.7192113643
356	0.7185461216
357	0.7180752983
358	0.717153499
359	0.7165655438
360	0.716004003
361	0.7149902184
362	0.7142857359
363	0.7135381937
364	0.7126689715
365	0.7118120003
366	0.7111534647
367	0.7103399363
368	0.7095086411
369	0.7084438343
370	0.7071826482
371	0.7064418194
372	0.7059473825
373	0.7053782316
374	0.7047650139
375	0.7038456446
376	0.7031909466
377	0.702838391
378	0.7023385189
379	0.7016046177
380	0.701083515
381	0.6999779945
382	0.6992581301
383	0.6987200914
384	0.6979883993
385	0.6972823444
386	0.6959027755
387	0.695335818
388	0.6947596336
389	0.6939304687
390	0.6935698812
391	0.6927611886
392	0.6921745585
393	0.6915194399
394	0.6907182577
395	0.6905242349
396	0.6898420614
397	0.6890212806
398	0.6884937153
399	0.6878984702
400	0.6875398286
401	0.6870407826
402	0.6860128205
403	0.6849318447
404	0.6844280281
405	0.683492321
406	0.6829949071
407	0.6820615392
408	0.6816606876
409	0.681180608
410	0.6806795198
411	0.6801734805
412	0.6793826244
413	0.6788368472
414	0.6780459465
415	0.6776588033
416	0.6767835608
417	0.6760597839
418	0.675381699
419	0.6744018942
420	0.6740595374
421	0.6734047196
422	0.6725103059
423	0.6719743355
424	0.6714554842
425	0.6707848573
426	0.6699477473
427	0.669378076
428	0.668496088
429	0.6679529859
430	0.6675784479
431	0.6669532463
432	0.6664484621
433	0.6655569618
434	0.6648857232
435	0.6644300725
436	0.6637236856
437	0.6625147719
438	0.6621368314
439	0.6614848904
440	0.6603554989
441	0.65985667
442	0.6597272208
443	0.6590270008
444	0.6584974009
445	0.6581360956
446	0.6577876009
447	0.6573977078
448	0.6568105963
449	0.6562195555
450	0.6558807273
451	0.6547822796
452	0.654311829
453	0.6538154153
454	0.6528699118
455	0.6521860576
456	0.6516797038
457	0.6510416974
458	0.6501303176
459	0.6498442045
460	0.6493670137
461	0.6488825867
462	0.6486132272
463	0.6476807681
464	0.6469728566
465	0.6463466209
466	0.6459232151
467	0.6454412833
468	0.6447267774
469	0.6440021357
470	0.643240606
471	0.6430122261
472	0.6421315896
473	0.640986339
474	0.6404498377
475	0.6399597304
476	0.6392203845
477	0.6386511742
478	0.6379651811
479	0.6376499629
480	0.636977655
481	0.6363261819
482	0.6355947971
483	0.6350153013
484	0.6346596461
485	0.6339660093
486	0.6335803368
487	0.6330376442
488	0.6324556346
489	0.63227479
490	0.6317048537
491	0.6312601837
492	0.630728348
493	0.6303783332
494	0.6297571937
495	0.6293092867
496	0.6284959323
497	0.6282261191
498	0.6278515544
499	0.6275333517
500	0.6272367301
501	0.6261078547
502	0.6256780952
503	0.6243229573
504	0.6235202029
505	0.622609364
506	0.6217934457
507	0.6215607796
508	0.6208162945
509	0.6200030143
510	0.6193200435
511	0.618536718
512	0.6181772941
513	0.6179657432
514	0.6175208654
515	0.6169110764
516	0.6165389294
517	0.6159325557
518	0.6151019819
519	0.6144265229
520	0.6137492052
521	0.6132312077
522	0.6123430459
523	0.6116262212
524	0.6106703851
525	0.6099415231
526	0.6092044554
527	0.6085167068
528	0.6079295353
529	0.6073836183
530	0.6070118626
531	0.6065254179
532	0.60607996
533	0.6054085994
534	0.604822074
535	0.6042906111
536	0.6038722638
537	0.6034089345
538	0.6028033095
539	0.6025503052
540	0.6014168492
541	0.6003349105
542	0.5997646298
543	0.5995107338
544	0.598958858
545	0.5983647461
546	0.5977152217
547	0.5974422724
548	0.597038076
549	0.5961153625
550	0.5956230735
551	0.5953572443
552	0.5946342735
553	0.5940211886
554	0.5934197957
555	0.5930014654
556	0.5927681959
557	0.5923157982
558	0.5916186178
559	0.591257608
560	0.5909300961
561	0.5901983142
562	0.5895918914
563	0.5887025226
564	0.5881567697
565	0.5876743983
566	0.5872650435
567	0.5865638562
568	0.5857386641
569	0.5852124351
570	0.5844881351
571	0.5843424521
572	0.5837167059
573	0.5831685422
574	0.5821296849
575	0.5814957332
576	0.5807631377
577	0.5805344154
578	0.5799692973
579	0.5791293895
580	0.5787058967
581	0.5780226574
582	0.5777531578
583	0.5771943368
584	0.576896596
585	0.5764292417
586	0.5758871861
587	0.5752897276
588	0.5746292946
589	0.5741614126
590	0.5737309243
591	0.5732266399
592	0.5728811787
593	0.5725572197
594	0.5720996092
595	0.5714975921
596	0.5709112859
597	0.5702445183
598	0.5694540153
599	0.5690627049
600	0.568803846
601	0.5681186235
602	0.5675735507
603	0.5670209961
604	0.5662246247
605	0.565591893
606	0.5651214698
607	0.5647624382
608	0.5642926005
609	0.5635324306
610	0.5630646061
611	0.5626406123
612	0.5621533628
613	0.5617888748
614	0.5613150398
615	0.5607498929
616	0.5599878093
617	0.5595941933
618	0.5589740994
619	0.5584582318
620	0.5579115029
621	0.5575470854
622	0.5569339958
623	0.5563901727
624	0.556026702
625	0.5556082969
626	0.5550195199
627	0.5541536958
628	0.5538028103
629	0.5532908798
630	0.5529008049
631	0.5524846953
632	0.5516542776
633	0.551080008
634	0.5508646988
635	0.5507027609
636	0.55031897
637	0.5502134853
638	0.54979082
639	0.5492557008
640	0.5487900512
641	0.5480377822
642	0.5476828304
643	0.5471677257
644	0.5463931937
645	0.5459659705
646	0.5457155338
647	0.5454097911
648	0.544568585
649	0.5438387997
650	0.543514567
651	0.5425919227
652	0.5422458316
653	0.542199201
654	0.5416065077
655	0.5409520749
656	0.5405605613
657	0.5398613649
658	0.5387980717
659	0.5385016494
660	0.537930703
661	0.5375561083
662	0.5372646508
663	0.5365008552
664	0.5360634967
665	0.5356675693
666	0.5349918303
667	0.5343863731
668	0.5339911084
669	0.5335588337
670	0.5332186539
671	0.5325878927
672	0.5319632413
673	0.5316726145
674	0.531473764
675	0.5310349282
676	0.5306783298
677	0.529738209
678	0.5294673547
679	0.5291004216
680	0.5287966895
681	0.5281551386
682	0.5278367159
683	0.5276164457
684	0.527276327
685	0.5269720564
686	0.5266830023
687	0.5263012236
688	0.5262523757
689	0.5255805044
690	0.5251725748
691	0.5246731229
692	0.5238514405
693	0.5234959711
694	0.5231979207
695	0.5227239987
696	0.5220160446
697	0.521570184
698	0.5209378546
699	0.5203453519
700	0.5199009519
701	0.5195664273
702	0.5190106112
703	0.5185106265
704	0.5180031862
705	0.5174469965
706	0.5170443396
707	0.5164476316
708	0.5159602645
709	0.5156246681
710	0.5153743261
711	0.5152135063
712	0.5149327205
713	0.5145960864
714	0.5142250229
715	0.5138204897
716	0.5134417606
717	0.5129540311
718	0.5125964169
719	0.5117762191
720	0.5111778021
721	0.5109118647
722	0.5107452661
723	0.5103660905
724	0.5098955226
725	0.5094089421
726	0.5092597696
727	0.5089581431
728	0.5085044647
729	0.5082399642
730	0.5077408336
731	0.507115417
732	0.5068037701
733	0.5064735955
734	0.5054507527
735	0.5049100113
736	0.5045670296
737	0.5043297737
738	0.5040015529
739	0.5036193925
740	0.5032400386
741	0.5025093676
742	0.5018727294
743	0.5016378983
744	0.501399023
745	0.500895773
746	0.5000351282
747	0.4996094062
748	0.4991490533
749	0.4987121715
750	0.4982865665
751	0.4977890547
752	0.4975691143
753	0.4970749074
754	0.4967644501
755	0.4962547397
756	0.4959775682
757	0.4956273147
758	0.4950601965
759	0.4949926162
760	0.4948884983
761	0.4945985415
762	0.4939180432
763	0.493659613
764	0.4933962643
765	0.4929863698
766	0.4927122592
767	0.4924837415
768	0.4921066942
769	0.4919820461
770	0.4917018433
771	0.4915192776
772	0.4910284106
773	0.4908441263
774	0.4905924676
775	0.4899314095
776	0.4896624687
777	0.4893012884
778	0.4891168507
779	0.4886522904
780	0.4883625781
781	0.487586153
782	0.4870266312
783	0.4862163948
784	0.4855486554
785	0.4850719688
786	0.4847923242
787	0.4842740863
788	0.4840400404
789	0.4836563921
790	0.4828010799
791	0.4822533024
792	0.4819128122
793	0.4815797312
794	0.4811925115
795	0.4809964064
796	0.4806611537
797	0.4800587752
798	0.4795526839
799	0.479232022
800	0.4786728591
801	0.4784082082
802	0.4780439328
803	0.4779643919
804	0.477487208
805	0.4772406044
806	0.4767933587
807	0.4764949427
808	0.4763028417
809	0.4761006928
810	0.4756544204
811	0.4752137756
812	0.4750412941
813	0.474790802
814	0.4744683458
815	0.4741701193
816	0.4738400551
817	0.4737680789
818	0.4734177949
819	0.4732005369
820	0.4728544234
821	0.4723155352
822	0.4718569783
823	0.4711478786
824	0.4709314287
825	0.470370154
826	0.4701235916
827	0.4697790843
828	0.4692523473
829	0.4690443752
830	0.4685158509
831	0.4682074075
832	0.4677686631
833	0.4672913611
834	0.4671063125
835	0.4665467301
836	0.4662165819
837	0.4657602976
838	0.4650080816
839	0.4647672991
840	0.4642880368
841	0.4640013989
842	0.4636401031
843	0.4632171787
844	0.4629505997
845	0.4626556765
846	0.4620966692
847	0.4618174677
848	0.4612097542
849	0.4606657106
850	0.4602515609
851	0.4599821665
852	0.4596315081
853	0.4590501188
854	0.4586093507
855	0.4582080665
856	0.4581535314
857	0.4578085555
858	0.4573525092
859	0.4568644829
860	0.4566347138
861	0.456393086
862	0.4558640416
863	0.4553212667
864	0.4549652341
865	0.4544906781
866	0.4542868337
867	0.4541636659
868	0.4538401098
869	0.4534384189
870	0.4528083802
871	0.4527558408
872	0.4522647464
873	0.4519771198
874	0.4519320177
875	0.4518697284
876	0.4512519516
877	0.4506254323
878	0.4504736103
879	0.4503727206
880	0.4500154151
881	0.4496472887
882	0.449431467
883	0.4490939316
884	0.4488324103
885	0.4484318581
886	0.4481347365
887	0.4479930486
888	0.4475973599
889	0.4471579532
890	0.4469220853
891	0.446525145
892	0.4459680351
893	0.4456308072
894	0.445186991
895	0.4449403207
896	0.4446994686
897	0.4446138612
898	0.4441207406
899	0.4437017449
900	0.443403343
901	0.4432235226
902	0.4429163994
903	0.4427892348
904	0.4424377353
905	0.4421143992
906	0.4415206135
907	0.4412416002
908	0.440930543
909	0.4403026754
910	0.4400071067
911	0.4395924069
912	0.4391528258
913	0.4387705359
914	0.4383156017
915	0.437911395
916	0.4375070825
917	0.437091206
918	0.4366470028
919	0.436014351
920	0.4356833948
921	0.4352184867
922	0.4349669915
923	0.434685906
924	0.4342646521
925	0.4339261962
926	0.4337087613
927	0.4332061593
928	0.4327166292
929	0.4322803915
930	0.4318378728
931	0.431621285
932	0.4313248628
933	0.4309022881
934	0.4306727855
935	0.4300864089
936	0.4295830915
937	0.4294690936
938	0.4290349496
939	0.4286936466
940	0.4285023982
941	0.4279662584
942	0.427365061
943	0.4272597265
944	0.4269944941
945	0.4266834582
946	0.4261921636
947	0.4255742793
948	0.4251137622
949	0.4247406798
950	0.4244866479
951	0.4242162844
952	0.4239943799
953	0.4238997888
954	0.4235195756
955	0.4229887898
956	0.4227751469
957	0.4223808276
958	0.422138904
959	0.4217471722
960	0.421502812
961	0.4210751507
962	0.4206367545
963	0.4203544865
964	0.4200497061
965	0.4198765315
966	0.4196792476
967	0.4193682847
968	0.4190636683
969	0.4184985417
970	0.418109776
971	0.4178646037
972	0.4177343196
973	0.4173809272
974	0.4168766602
975	0.4166577431
976	0.4164916793
977	0.4161542664
978	0.4158140019
979	0.4152388777
980	0.4148933684
981	0.4145511347
982	0.4140669161
983	0.4139206391
984	0.4133551056
985	0.4131627743
986	0.4129035173
987	0.4127718637
988	0.4124824012
989	0.4122839387
990	0.4119157022
991	0.4118366
992	0.4111437573
993	0.4109483965
994	0.4106322039
995	0.4101683944
996	0.409731277
997	0.4095245309
998	0.4089768376
999	0.4087642229
1000	0.4085415762
1001	0.4082640511
1002	0.4080293211
1003	0.4075490014
1004	0.4073250048
1005	0.4072381763
1006	0.4067510318
1007	0.4066531386
1008	0.4061682864
1009	0.4059129501
1010	0.4055028559
1011	0.4052399654
1012	0.4051225194
1013	0.4047368404
1014	0.4042860303
1015	0.404090185
1016	0.403808463
1017	0.4034854474
1018	0.4033088008
1019	0.4030028636
1020	0.4026566978
1021	0.4024525171
1022	0.402212783
1023	0.4018400474
1024	0.4013511761
1025	0.4012242854
1026	0.4010474065
1027	0.4007630287
1028	0.4004658082
1029	0.400266496
1030	0.4000748295
1031	0.3999842653
1032	0.3997795759
1033	0.3995824235
1034	0.3993879931
1035	0.3990930889
1036	0.3987817491
1037	0.3984248172
1038	0.3980012138
1039	0.3977056437
1040	0.3975220329
1041	0.3973704363
1042	0.3969701464
1043	0.3967520057
1044	0.3962895894
1045	0.3959480419
1046	0.3956893886
1047	0.3953950064
1048	0.3948839001
1049	0.3945303596
1050	0.3943402451
1051	0.3939436215
1052	0.3936364466
1053	0.3933349861
1054	0.3929991679
1055	0.3926935251
1056	0.3922267834
1057	0.3919388784
1058	0.3916657338
1059	0.3914286211
1060	0.3912044892
1061	0.3907687715
1062	0.3904286697
1063	0.3903613429
1064	0.3899549901
1065	0.389647861
1066	0.3893503684
1067	0.3891250626
1068	0.3887909831
1069	0.3885080555
1070	0.3880274235
1071	0.3877031668
1072	0.3873551529
1073	0.3871612825
1074	0.38708878
1075	0.3867120418
1076	0.3864516237
1077	0.385993518
1078	0.3857191406
1079	0.3855763363
1080	0.3852570075
1081	0.3849573969
1082	0.3847278913
1083	0.3844667033
1084	0.38414705
1085	0.3838510199
1086	0.3836192206
1087	0.3834647351
1088	0.3832169775
1089	0.3828676972
1090	0.3827772976
1091	0.3826083234
1092	0.3822752878
1093	0.3820980766
1094	0.3818036663
1095	0.3817757677
1096	0.381610646
1097	0.3814014097
1098	0.3810813243
1099	0.3807816453
1100	0.3804723197
1101	0.3802505301
1102	0.3798144953
1103	0.379570715
1104	0.3793615527
1105	0.3790872938
1106	0.3788524609
1107	0.3786143777
1108	0.3784114351
1109	0.3781909616
1110	0.3780063669
1111	0.3777720304
1112	0.377604168
1113	0.3774626009
1114	0.3773162182
1115	0.3769198906
1116	0.3764761224
1117	0.3762471292
1118	0.3759514075
1119	0.375716149
1120	0.3754185574
1121	0.375277462
1122	0.3750772408
1123	0.3748350535
1124	0.3746184262
1125	0.3744045967
1126	0.3740298089
1127	0.3738864066
1128	0.3736135531
1129	0.3733485103
1130	0.3729291875
1131	0.3725880321
1132	0.3723942987
1133	0.3721751859
1134	0.3718484547
1135	0.3715475835
1136	0.3713744821
1137	0.3710321401
1138	0.3710182898
1139	0.3705141198
1140	0.3702437686
1141	0.369707699
1142	0.3694082297
1143	0.3692406511
1144	0.3690271227
1145	0.3685906408
1146	0.3680633232
1147	0.3677552772
1148	0.3675594499
1149	0.3673555003
1150	0.366888171
1151	0.3665224825
1152	0.3663371717
1153	0.3660856963
1154	0.3657979134
1155	0.3655550363
1156	0.3652902988
1157	0.36501176
1158	0.3648190648
1159	0.3645961777
1160	0.3642581232
1161	0.364065994
1162	0.363522933
1163	0.3632750884
1164	0.3629918021
1165	0.3628158974
1166	0.362381827
1167	0.3620232062
1168	0.3617110248
1169	0.3615849582
1170	0.3610679283
1171	0.3608451081
1172	0.3604691412
1173	0.3602034415
1174	0.3599909082
1175	0.3596864292
1176	0.3594337464
1177	0.3593868678
1178	0.3591295098
1179	0.3587358386
1180	0.3584946973
1181	0.3581987663
1182	0.3578702489
1183	0.3575613441
1184	0.3574234438
1185	0.3570808438
1186	0.3566315216
1187	0.3562988288
1188	0.3560817389
1189	0.3558955474
1190	0.3556160964
1191	0.3553046235
1192	0.3549485336
1193	0.3545213964
1194	0.3542287066
1195	0.3541058015
1196	0.3538081599
1197	0.3536778503
1198	0.3533284828
1199	0.3531923727
1200	0.3530600116
1201	0.3527582959
1202	0.3523629516
1203	0.3517996236
1204	0.3513778744
1205	0.351237213
1206	0.3510730967
1207	0.3509018701
1208	0.3507687089
1209	0.350592131
1210	0.3500426026
1211	0.3499687548
1212	0.3496593355
1213	0.3494885761
1214	0.3491668776
1215	0.348580775
1216	0.3483158465
1217	0.3480001044
1218	0.3479068845
1219	0.3475729674
1220	0.3471891014
1221	0.3469442054
1222	0.3467810834
1223	0.3465032501
1224	0.3462304492
1225	0.3461425948
1226	0.3458535967
1227	0.345544924
1228	0.3452338619
1229	0.3448611051
1230	0.3446212982
1231	0.344493279
1232	0.3442310792
1233	0.3440500857
1234	0.343779216
1235	0.3434131426
1236	0.3433466575
1237	0.3431167001
1238	0.342729893
1239	0.3426121699
1240	0.3424532708
1241	0.3423074554
1242	0.3420648708
1243	0.3419396483
1244	0.3417749679
1245	0.3415170904
1246	0.3412006403
1247	0.3408881111
1248	0.3407044957
1249	0.3405224478
1250	0.3403388733
1251	0.3401764366
1252	0.3397797212
1253	0.3393765968
1254	0.339148715
1255	0.3389884183
1256	0.3386897919
1257	0.33852534
1258	0.3382573425
1259	0.3378626394
1260	0.3376120455
1261	0.3372669477
1262	0.3371341587
1263	0.3367594042
1264	0.3365467327
1265	0.3365403627
1266	0.3362058463
1267	0.3359433586
1268	0.3358071359
1269	0.3356834967
1270	0.3353348966
1271	0.3350438349
1272	0.3348859712
1273	0.3346346555
1274	0.3343395088
1275	0.3339564667
1276	0.3338262868
1277	0.3337054227
1278	0.333547263
1279	0.3332690733
1280	0.3329625986
1281	0.3327092074
1282	0.3326694885
1283	0.3324450969
1284	0.3320112149
1285	0.3318038343
1286	0.3313919862
1287	0.3313493501
1288	0.3310787952
1289	0.330997274
1290	0.3308131788
1291	0.3305466541
1292	0.3301357887
1293	0.3298160793
1294	0.3295627834
1295	0.3294256585
1296	0.3292272101
1297	0.3291372529
1298	0.3289166819
1299	0.3288605368
1300	0.3284759592
1301	0.3282524055
1302	0.3280995102
1303	0.327879546
1304	0.3276742649
1305	0.3275169881
1306	0.3273225975
1307	0.3271061725
1308	0.3269349848
1309	0.3266209397
1310	0.3263807574
1311	0.3260009219
1312	0.3258065391
1313	0.3256406291
1314	0.3255551315
1315	0.3252964687
1316	0.3250895565
1317	0.3246327201
1318	0.324332943
1319	0.3240190725
1320	0.3236835402
1321	0.3233662678
1322	0.3231665374
1323	0.3228116615
1324	0.3224649986
1325	0.3222675187
1326	0.3219718201
1327	0.3218185859
1328	0.3216956464
1329	0.3212727751
1330	0.3211649404
1331	0.3208996373
1332	0.3207108412
1333	0.3201766883
1334	0.3199180551
1335	0.3196106854
1336	0.319323274
1337	0.3190862932
1338	0.3188064757
1339	0.3186405251
1340	0.3184066007
1341	0.3181072707
1342	0.3179606304
1343	0.3177643197
1344	0.3175817007
1345	0.3173826298
1346	0.3171710377
1347	0.3169693786
1348	0.3167092923
1349	0.3164682764
1350	0.3163571099
1351	0.3161007087
1352	0.3159900543
1353	0.3157526544
1354	0.3155410112
1355	0.3152033983
1356	0.3147285204
1357	0.3145823095
1358	0.3142936243
1359	0.3141674248
1360	0.3138605507
1361	0.3137185292
1362	0.3132908422
1363	0.3131422629
1364	0.3130971416
1365	0.3128864659
1366	0.3127662218
1367	0.3125757839
1368	0.3124508509
1369	0.3122963198
1370	0.3121347286
1371	0.311989554
1372	0.3116897257
1373	0.3115673863
1374	0.3114770425
1375	0.3112523779
1376	0.3110379332
1377	0.3107317369
1378	0.3103943632
1379	0.3102381689
1380	0.309799935
1381	0.3095994826
1382	0.3093665396
1383	0.3093424742
1384	0.3090376876
1385	0.3087775423
1386	0.3086904673
1387	0.3085578746
1388	0.3084336067
1389	0.3083257806
1390	0.3081078373
1391	0.3080236727
1392	0.3077653775
1393	0.3076168965
1394	0.3075208229
1395	0.3071342334
1396	0.3070988475
1397	0.3069120688
1398	0.3068059687
1399	0.3066081273
1400	0.3062879597
1401	0.3061132218
1402	0.3059449202
1403	0.3057629751
1404	0.3055229057
1405	0.305348202
1406	0.3050242609
1407	0.304774108
1408	0.3045678045
1409	0.3043534296
1410	0.3042457267
1411	0.303922774
1412	0.3036473305
1413	0.303494312
1414	0.3034025738
1415	0.3030897338
1416	0.3029323601
1417	0.3026751811
1418	0.3023441307
1419	0.3021016577
1420	0.3018755059
1421	0.3018069141
1422	0.3016854337
1423	0.3014902822
1424	0.3012994289
1425	0.3010889047
1426	0.3010167223
1427	0.3007776264
1428	0.3005559029
1429	0.300225951
1430	0.3000210385
1431	0.2996493029
1432	0.2992536284
1433	0.2990375223
1434	0.2989671494
1435	0.2988085089
1436	0.2985216933
1437	0.2985011744
1438	0.2983344813
1439	0.2981923149
1440	0.2980386113
1441	0.2978573556
1442	0.297537868
1443	0.2973013975
1444	0.2971161906
1445	0.2970069853
1446	0.2968208815
1447	0.2966527584
1448	0.2964589275
1449	0.2962632216
1450	0.2959706375
1451	0.295823666
1452	0.2955251756
1453	0.2953140428
1454	0.2950909156
1455	0.2948349163
1456	0.2947472825
1457	0.2944669117
1458	0.2942801658
1459	0.294051552
1460	0.2939023642
1461	0.2936727969
1462	0.2935460019
1463	0.2932194053
1464	0.2930510141
1465	0.2927965231
1466	0.2926318132
1467	0.2925031658
1468	0.2923631704
1469	0.2921103311
1470	0.2918751418
1471	0.2918204665
1472	0.2915929979
1473	0.291410515
1474	0.2913934676
1475	0.2911267142
1476	0.2909561986
1477	0.2907686693
1478	0.2904644417
1479	0.2901977499
1480	0.2900127275
1481	0.289776302
1482	0.2896284264
1483	0.2894783438
1484	0.2892871944
1485	0.2892438328
1486	0.2891042842
1487	0.2887500018
1488	0.2885210803
1489	0.2883344978
1490	0.2881031826
1491	0.2878824765
1492	0.2877565734
1493	0.2876429379
1494	0.2873522345
1495	0.2871191084
1496	0.2868534828
1497	0.2866465055
1498	0.286467066
1499	0.2863427583
1500	0.2861488218
1501	0.2859099888
1502	0.285777622
1503	0.2855294405
1504	0.2853294898
1505	0.2851820247
1506	0.2851072052
1507	0.2850940778
1508	0.2849120166
1509	0.2847714208
1510	0.2845638787
1511	0.2843874961
1512	0.2839765839
1513	0.2838930229
1514	0.2836435893
1515	0.2834034715
1516	0.283079508
1517	0.282897599
1518	0.282865948
1519	0.2826825315
1520	0.2825393437
1521	0.2823464156
